LLAVE_ENTIDAD,ENTIDAD_FEDERATIVA,CLAVE_ENTIDAD_INEGI(CLAVE_DE_AGEE),LLAVE_MUNICIPIO,CLAVE_MUNICIPIO_INEGI(CLAVE_DE_AGEEM),MUNICIPIO,MERCADO_TRABAJO_LOCAL
20,Oaxaca,20,1383,388,Santa Inés del Monte,477
20,Oaxaca,20,1559,565,Villa de Zaachila,477
20,Oaxaca,20,1063,067,Oaxaca de Juárez,478
20,Oaxaca,20,1074,078,Rojas de Cuauhtémoc,478
20,Oaxaca,20,1079,083,San Agustín de las Juntas,478
20,Oaxaca,20,1080,084,San Agustín Etla,478
20,Oaxaca,20,1103,107,San Antonio de la Cal,478
20,Oaxaca,20,1111,115,San Bartolo Coyotepec,478
20,Oaxaca,20,1131,135,San Felipe Tejalápam,478
20,Oaxaca,20,1140,145,San Francisco Lachigoló,478
20,Oaxaca,20,1156,161,San Jerónimo Sosola,478
20,Oaxaca,20,1169,174,Ánimas Trujano,478
20,Oaxaca,20,1203,208,San Juan Mixtepec -Dto. 08 -,478
20,Oaxaca,20,1257,262,San Miguel Amatlán,478
20,Oaxaca,20,1266,271,San Miguel Mixtepec,478
20,Oaxaca,20,1305,310,San Pedro Ixtlahuaca,478
20,Oaxaca,20,1330,335,San Pedro Yaneri,478
20,Oaxaca,20,1337,342,San Raymundo Jalpan,478
20,Oaxaca,20,1344,349,San Sebastián Teitipac,478
20,Oaxaca,20,1345,350,San Sebastián Tutla,478
20,Oaxaca,20,1380,385,Santa Cruz Xoxocotlán,478
20,Oaxaca,20,1385,390,Santa Lucía del Camino,478
20,Oaxaca,20,1394,399,Santa María Atzompa,478
20,Oaxaca,20,1398,403,Santa María Coyotepec,478
20,Oaxaca,20,1404,409,Santa María del Tule,478
20,Oaxaca,20,1406,411,Santa María Guelacé,478
20,Oaxaca,20,1411,416,Santa María Ixcatlán,478
20,Oaxaca,20,1421,426,Santa María Peñoles,478
20,Oaxaca,20,1465,471,Santiago Lalopa,478
20,Oaxaca,20,1500,506,Santo Domingo Albarradas,478
20,Oaxaca,20,1515,521,Santo Domingo Tonaltepec,478
20,Oaxaca,20,1547,553,Tlalixtac de Cabrera,478
20,Oaxaca,20,1291,296,San Pablo Macuiltianguis,479
20,Oaxaca,20,1370,375,Santa Cruz Amilpas,479
20,Oaxaca,20,1453,458,Santiago Comaltepec,479
20,Oaxaca,20,1513,519,Santo Domingo Tomaltepec,480
20,Oaxaca,20,1488,494,Santiago Tlazoyaltepec,481
20,Oaxaca,20,1088,092,San Andrés Ixtlahuaca,482
20,Oaxaca,20,1287,292,San Pablo Cuatro Venados,482
20,Oaxaca,20,1029,033,Guadalupe Etla,483
20,Oaxaca,20,1059,063,Nazareno Etla,483
20,Oaxaca,20,1533,539,Soledad Etla,483
20,Oaxaca,20,1390,395,Santa María Apazco,484
20,Oaxaca,20,1072,076,La Reforma,485
20,Oaxaca,20,1188,193,San Juan del Estado,486
20,Oaxaca,20,1288,293,San Pablo Etla,486
20,Oaxaca,20,1360,365,Santa Catarina Lachatao,486
20,Oaxaca,20,1433,438,Santa María Tlalixtac,486
20,Oaxaca,20,1041,045,Magdalena Apasco,487
20,Oaxaca,20,1070,074,Santa Catarina Quioquitani,487
20,Oaxaca,20,1258,263,San Miguel Coatlán,487
20,Oaxaca,20,1073,077,Reyes Etla,488
20,Oaxaca,20,1173,178,San Juan Bautista Guelache,488
20,Oaxaca,20,1333,338,Villa de Etla,488
20,Oaxaca,20,1538,544,Teococuilco de Marcos Pérez,488
20,Oaxaca,20,1174,179,San Juan Bautista Jayacatlán,489
20,Oaxaca,20,1098,102,San Andrés Zautla,490
20,Oaxaca,20,1525,531,Santo Tomás Mazaltepec,490
20,Oaxaca,20,1238,243,San Martín Tilcajete,491
20,Oaxaca,20,1355,360,Santa Ana Zegache,491
20,Oaxaca,20,1214,219,San Juan Teitipac,492
20,Oaxaca,20,1145,150,San Francisco Telixtlahuaca,493
20,Oaxaca,20,1170,175,San Juan Bautista Atatlahuca,493
20,Oaxaca,20,1472,478,Santiago Nacaltepec,493
20,Oaxaca,20,1216,221,San Juan Teposcolula,494
20,Oaxaca,20,1135,139,San Francisco Chapulapa,495
20,Oaxaca,20,1271,276,San Miguel Santa Flor,495
20,Oaxaca,20,1152,157,San Jacinto Amilpas,496
20,Oaxaca,20,1269,274,San Miguel Piedras,496
20,Oaxaca,20,1354,359,Santa Ana Yareni,496
20,Oaxaca,20,1144,149,San Francisco Sola,497
20,Oaxaca,20,1150,155,San Ildefonso Sola,497
20,Oaxaca,20,1272,277,Villa Sola de Vega,497
20,Oaxaca,20,1424,429,Santa María Sola,497
20,Oaxaca,20,1087,091,San Andrés Huayápam,498
20,Oaxaca,20,1283,288,San Miguel Yotao,498
20,Oaxaca,20,1535,541,Tanetze de Zaragoza,498
20,Oaxaca,20,1196,201,San Juan Juquila Vijanos,499
20,Oaxaca,20,1275,280,Villa Talea de Castro,500
20,Oaxaca,20,1044,048,Magdalena Mixtepec,501
20,Oaxaca,20,1100,104,San Antonino el Alto,502
20,Oaxaca,20,1290,295,San Pablo Huixtepec,502
20,Oaxaca,20,1353,358,Santa Ana Tlapacoyan,502
20,Oaxaca,20,1364,369,Santa Catarina Quiané,502
20,Oaxaca,20,1373,378,Santa Cruz Mixtepec,502
20,Oaxaca,20,1382,387,Santa Gertrudis,502
20,Oaxaca,20,1384,389,Santa Inés Yatzeche,502
20,Oaxaca,20,1415,420,Santa María Lachixío,502
20,Oaxaca,20,1529,535,San Vicente Lachixío,502
20,Oaxaca,20,1563,570,Zimatlán de Álvarez,502
20,Oaxaca,20,1485,491,Santiago Textitlán,503
20,Oaxaca,20,1097,101,San Andrés Zabache,504
20,Oaxaca,20,1236,241,San Martín Lachilá,504
20,Oaxaca,20,1393,398,Ayoquezco de Aldama,504
20,Oaxaca,20,1119,123,San Bernardo Mixtepec,505
20,Oaxaca,20,1274,279,San Miguel Suchixtepec,505
20,Oaxaca,20,1356,361,Santa Catalina Quierí,505
20,Oaxaca,20,1301,306,San Pedro el Alto,506
20,Oaxaca,20,1034,038,Villa Hidalgo,507
20,Oaxaca,20,1252,257,San Melchor Betaza,507
20,Oaxaca,20,1047,051,Magdalena Teitipac,508
20,Oaxaca,20,1104,108,San Antonio Huitepec,509
20,Oaxaca,20,1192,197,San Juan Guelavía,509
20,Oaxaca,20,1268,273,San Miguel Peras,509
20,Oaxaca,20,1114,118,San Bartolomé Quialana,510
20,Oaxaca,20,1228,233,San Lucas Quiaviní,510
20,Oaxaca,20,1338,343,San Sebastián Abasolo,510
20,Oaxaca,20,1351,356,Santa Ana del Valle,510
20,Oaxaca,20,1545,551,Tlacolula de Matamoros,510
20,Oaxaca,20,1554,560,Villa Díaz Ordaz,510
20,Oaxaca,20,1221,226,San Lorenzo Albarradas,511
20,Oaxaca,20,1293,298,San Pablo Villa de Mitla,511
20,Oaxaca,20,1375,380,Santa Cruz Papalutla,512
20,Oaxaca,20,1544,550,San Jerónimo Tlacochahuaya,512
20,Oaxaca,20,1540,546,Teotitlán del Valle,513
20,Oaxaca,20,1108,112,San Baltazar Chichicápam,514
20,Oaxaca,20,1127,131,San Dionisio Ocotepec,514
20,Oaxaca,20,1469,475,Santiago Matatlán,514
20,Oaxaca,20,1443,448,Santa María Zaniza,515
20,Oaxaca,20,1224,229,San Lorenzo Texmelúcan,516
20,Oaxaca,20,1153,158,San Jacinto Tlacotepec,517
20,Oaxaca,20,1510,516,Santo Domingo Teojomulco,517
20,Oaxaca,20,1471,477,Santiago Minas,518
20,Oaxaca,20,1133,137,San Francisco Cahuacuá,519
20,Oaxaca,20,1008,012,Candelaria Loxicha,520
20,Oaxaca,20,1319,324,San Pedro Pochutla,520
20,Oaxaca,20,1434,439,Santa María Tonameca,520
20,Oaxaca,20,1489,495,Santiago Xanica,520
20,Oaxaca,20,1261,266,San Miguel del Puerto,521
20,Oaxaca,20,1302,307,San Pedro Huamelula,521
20,Oaxaca,20,1408,413,Santa María Huatulco,521
20,Oaxaca,20,1448,453,Santiago Astata,521
20,Oaxaca,20,1248,253,San Mateo Piñas,522
20,Oaxaca,20,1067,071,Pluma Hidalgo,523
20,Oaxaca,20,1081,085,San Agustín Loxicha,524
20,Oaxaca,20,1503,509,Santo Domingo de Morelos,524
20,Oaxaca,20,1113,117,San Bartolomé Loxicha,525
20,Oaxaca,20,1148,153,San Gabriel Mixtepec,525
20,Oaxaca,20,1154,159,San Jerónimo Coatlán,525
20,Oaxaca,20,1313,318,San Pedro Mixtepec -Dto. 22 -,525
20,Oaxaca,20,1396,401,Santa María Colotepec,525
20,Oaxaca,20,1197,202,San Juan Lachao,526
20,Oaxaca,20,1329,334,Villa de Tututepec de Melchor Ocampo,526
20,Oaxaca,20,1428,433,Santa María Temaxcaltepec,526
20,Oaxaca,20,1520,526,Santos Reyes Nopala,526
20,Oaxaca,20,1381,386,Santa Cruz Zenzontepec,527
20,Oaxaca,20,1537,543,Tataltepec de Valdés,527
20,Oaxaca,20,1208,213,San Juan Quiahije,528
20,Oaxaca,20,1359,364,Santa Catarina Juquila,528
20,Oaxaca,20,1491,497,Santiago Yaitepec,528
20,Oaxaca,20,1267,272,San Miguel Panixtlahuaca,529
20,Oaxaca,20,1255,260,San Miguel Aloápam,530
20,Oaxaca,20,1309,314,San Pedro Juchatengo,531
20,Oaxaca,20,1055,059,Miahuatlán de Porfirio Díaz,532
20,Oaxaca,20,1057,061,Monjas,532
20,Oaxaca,20,1091,095,San Andrés Paxtlán,532
20,Oaxaca,20,1162,167,San José del Peñasco,532
20,Oaxaca,20,1357,362,Santa Catarina Cuixtla,532
20,Oaxaca,20,1527,533,Santo Tomás Tamazulapan,532
20,Oaxaca,20,1532,538,Sitio de Xitlapehua,532
20,Oaxaca,20,1149,154,San Ildefonso Amatlán,533
20,Oaxaca,20,1342,347,San Sebastián Río Hondo,533
20,Oaxaca,20,1143,148,San Francisco Ozolotepec,534
20,Oaxaca,20,1206,211,San Juan Ozolotepec,534
20,Oaxaca,20,1083,087,San Agustín Yatareni,535
20,Oaxaca,20,1141,146,San Francisco Logueche,535
20,Oaxaca,20,1165,170,San José Lachiguiri,536
20,Oaxaca,20,1444,449,Santa María Zoquitlán,536
20,Oaxaca,20,1230,235,San Luis Amatlán,537
20,Oaxaca,20,1122,126,San Cristóbal Amatlán,538
20,Oaxaca,20,1286,291,San Pablo Coatlán,539
20,Oaxaca,20,1231,236,San Marcial Ozolotepec,540
20,Oaxaca,20,1419,424,Santa María Ozolotepec,541
20,Oaxaca,20,1249,254,San Mateo Río Hondo,542
20,Oaxaca,20,1506,512,Santo Domingo Ozolotepec,542
20,Oaxaca,20,1314,319,San Pedro Mixtepec -Dto. 26 -,543
20,Oaxaca,20,1109,113,San Baltazar Loxicha,544
20,Oaxaca,20,1361,366,Santa Catarina Loxicha,544
20,Oaxaca,20,1339,344,San Sebastián Coatlán,545
20,Oaxaca,20,1348,353,Santa Ana,546
20,Oaxaca,20,1379,384,Santa Cruz Xitla,547
20,Oaxaca,20,1000,004,Asunción Cuyotepeji,548
20,Oaxaca,20,1035,039,Heroica Ciudad de Huajuapan de León,548
20,Oaxaca,20,1077,081,San Agustín Atenango,548
20,Oaxaca,20,1085,089,San Andrés Dinicuiti,548
20,Oaxaca,20,1101,105,San Antonino Monte Verde,548
20,Oaxaca,20,1155,160,San Jerónimo Silacayoapilla,548
20,Oaxaca,20,1160,165,San José Ayuquila,548
20,Oaxaca,20,1316,321,San Pedro Nopala,548
20,Oaxaca,20,1347,352,San Simón Zahuatlán,548
20,Oaxaca,20,1395,400,Santa María Camotlán,548
20,Oaxaca,20,1450,455,Santiago Ayuquililla,548
20,Oaxaca,20,1451,456,Santiago Cacaloxtepec,548
20,Oaxaca,20,1457,462,Santiago Huajolotitlán,548
20,Oaxaca,20,1514,520,Santo Domingo Tonalá,548
20,Oaxaca,20,1523,529,Santos Reyes Yucuná,548
20,Oaxaca,20,1240,245,San Martín Zacatepec,549
20,Oaxaca,20,1256,261,San Miguel Amatitlán,549
20,Oaxaca,20,1561,568,Zapotitlán Palmas,550
20,Oaxaca,20,1012,016,Coicoyán de las Flores,551
20,Oaxaca,20,1232,237,San Marcos Arteaga,552
20,Oaxaca,20,1018,022,Cosoltepec,553
20,Oaxaca,20,1335,340,San Pedro y San Pablo Tequixtepec,553
20,Oaxaca,20,1368,373,Santa Catarina Zapoquila,553
20,Oaxaca,20,1454,459,Santiago Chazumba,553
20,Oaxaca,20,1470,476,Santiago Miltepec,553
20,Oaxaca,20,1028,032,Fresnillo de Trujano,554
20,Oaxaca,20,1030,034,Guadalupe de Ramírez,554
20,Oaxaca,20,1051,055,Mariscala de Juárez,554
20,Oaxaca,20,1376,381,Santa Cruz Tacache de Mina,554
20,Oaxaca,20,1285,290,San Nicolás Hidalgo,555
20,Oaxaca,20,1371,376,Santa Cruz de Bravo,556
20,Oaxaca,20,1478,484,Santiago Tamazola,556
20,Oaxaca,20,1495,501,Santiago Yucuyachi,556
20,Oaxaca,20,1007,011,Calihualá,557
20,Oaxaca,20,1147,152,San Francisco Tlapancingo,557
20,Oaxaca,20,1543,549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",557
20,Oaxaca,20,1522,528,Santos Reyes Tepejillo,558
20,Oaxaca,20,1176,181,San Juan Bautista Suchitepec,559
20,Oaxaca,20,1014,018,Concepción Buenavista,560
20,Oaxaca,20,1102,106,San Antonio Acutla,560
20,Oaxaca,20,1146,151,San Francisco Teopan,560
20,Oaxaca,20,1251,256,San Mateo Tlapiltepec,560
20,Oaxaca,20,1459,464,Santiago Ihuitlán Plumas,560
20,Oaxaca,20,1534,540,Villa de Tamazulápam del Progreso,560
20,Oaxaca,20,1542,548,Tepelmeme Villa de Morelos,560
20,Oaxaca,20,1546,552,Tlacotepec Plumas,560
20,Oaxaca,20,1015,019,Concepción Pápalo,561
20,Oaxaca,20,1400,405,Villa de Chilapa de Díaz,562
20,Oaxaca,20,1480,486,Villa Tejúpam de la Unión,562
20,Oaxaca,20,1125,129,San Cristóbal Suchixtlahuaca,563
20,Oaxaca,20,1171,176,San Juan Bautista Coixtlahuaca,563
20,Oaxaca,20,1278,283,San Miguel Tequixtepec,563
20,Oaxaca,20,1417,422,Santa María Nativitas,563
20,Oaxaca,20,1482,488,Santiago Tepetlapa,563
20,Oaxaca,20,1222,227,San Lorenzo Cacaotepec,564
20,Oaxaca,20,1295,300,San Pedro Amuzgos,564
20,Oaxaca,20,1550,556,La Trinidad Vista Hermosa,564
20,Oaxaca,20,1324,329,San Pedro Teozacoalco,565
20,Oaxaca,20,1558,564,Yutanduchi de Guerrero,565
20,Oaxaca,20,1282,287,San Miguel Tulancingo,566
20,Oaxaca,20,1518,524,Santo Domingo Yodohino,566
20,Oaxaca,20,1061,065,Ixpantepec Nieves,567
20,Oaxaca,20,1237,242,San Martín Peras,567
20,Oaxaca,20,1281,286,San Miguel Tlacotepec,567
20,Oaxaca,20,1343,348,San Sebastián Tecomaxtlahuaca,567
20,Oaxaca,20,1463,469,Santiago Juxtlahuaca,567
20,Oaxaca,20,1456,461,Santiago del Río,568
20,Oaxaca,20,1531,537,Silacayoápam,568
20,Oaxaca,20,1386,391,Santa Lucía Miahuatlán,569
20,Oaxaca,20,1458,463,Santiago Huauclilla,569
20,Oaxaca,20,1159,164,San Jorge Nuchita,570
20,Oaxaca,20,1225,230,San Lorenzo Victoria,570
20,Oaxaca,20,1095,099,San Andrés Tepetlapa,571
20,Oaxaca,20,1181,186,San Juan Cieneguilla,571
20,Oaxaca,20,1194,199,San Juan Ihualtepec,571
20,Oaxaca,20,1560,567,Zapotitlán Lagunas,571
20,Oaxaca,20,1246,251,San Mateo Nejápam,572
20,Oaxaca,20,1178,183,San Juan Bautista Tlachichilco,573
20,Oaxaca,20,1254,259,San Miguel Ahuehuetitlán,573
20,Oaxaca,20,1002,006,Asunción Nochixtlán,574
20,Oaxaca,20,1042,046,Magdalena Jaltepec,574
20,Oaxaca,20,1050,054,Magdalena Zahuatlán,574
20,Oaxaca,20,1092,096,San Andrés Sinaxtla,574
20,Oaxaca,20,1117,121,San Bartolo Soyaltepec,574
20,Oaxaca,20,1136,140,San Francisco Chindúa,574
20,Oaxaca,20,1139,144,San Francisco Jaltepetongo,574
20,Oaxaca,20,1210,215,San Juan Sayultepec,574
20,Oaxaca,20,1219,224,San Juan Yucuita,574
20,Oaxaca,20,1245,250,San Mateo Etlatongo,574
20,Oaxaca,20,1259,264,San Miguel Chicahua,574
20,Oaxaca,20,1265,270,San Miguel Huautla,574
20,Oaxaca,20,1327,332,San Pedro Topiltepec,574
20,Oaxaca,20,1399,404,Santa María Chachoápam,574
20,Oaxaca,20,1486,492,Santiago Tilantongo,574
20,Oaxaca,20,1487,493,Santiago Tillo,574
20,Oaxaca,20,1512,518,Santo Domingo Tlatayápam,574
20,Oaxaca,20,1517,523,Santo Domingo Yanhuitlán,574
20,Oaxaca,20,1142,147,San Francisco Nuxaño,575
20,Oaxaca,20,1326,331,San Pedro Tidaá,575
20,Oaxaca,20,1473,479,Santiago Nejapilla,575
20,Oaxaca,20,1556,562,Magdalena Yodocono de Porfirio Díaz,575
20,Oaxaca,20,1276,281,San Miguel Tecomatlán,576
20,Oaxaca,20,1289,294,San Pablo Huitzo,577
20,Oaxaca,20,1299,304,San Pedro Coxcaltepec Cántaros,577
20,Oaxaca,20,1446,451,Santiago Apoala,577
20,Oaxaca,20,1090,094,San Andrés Nuxiño,578
20,Oaxaca,20,1481,487,Santiago Tenango,578
20,Oaxaca,20,1505,511,Santo Domingo Nuxaá,579
20,Oaxaca,20,1562,569,Santa Inés de Zaragoza,579
20,Oaxaca,20,1076,080,San Agustín Amatengo,580
20,Oaxaca,20,1016,020,Constancia del Rosario,581
20,Oaxaca,20,1033,037,Mesones Hidalgo,581
20,Oaxaca,20,1069,073,Putla Villa de Guerrero,581
20,Oaxaca,20,1442,447,Santa María Zacatepec,581
20,Oaxaca,20,1372,377,Santa Cruz Itundujia,582
20,Oaxaca,20,1084,088,San Andrés Cabecera Nueva,583
20,Oaxaca,20,1387,392,Santa Lucía Monteverde,583
20,Oaxaca,20,1477,483,Santiago Suchilquitongo,583
20,Oaxaca,20,1250,255,San Mateo Sindihui,584
20,Oaxaca,20,1253,258,San Miguel Achiutla,585
20,Oaxaca,20,1212,217,San Juan Tamazola,586
20,Oaxaca,20,1022,026,Chalcatongo de Hidalgo,587
20,Oaxaca,20,1082,086,San Agustín Tlacotepec,587
20,Oaxaca,20,1247,252,San Mateo Peñasco,587
20,Oaxaca,20,1264,269,San Miguel el Grande,587
20,Oaxaca,20,1292,297,San Pablo Tijaltepec,587
20,Oaxaca,20,1315,320,San Pedro Molinos,587
20,Oaxaca,20,1366,371,Santa Catarina Ticuá,587
20,Oaxaca,20,1440,445,Santa María Yosoyúa,587
20,Oaxaca,20,1046,050,Magdalena Peñasco,588
20,Oaxaca,20,1106,110,San Antonio Sinicahua,588
20,Oaxaca,20,1123,127,San Cristóbal Amoltepec,588
20,Oaxaca,20,1205,210,San Juan Ñumí,588
20,Oaxaca,20,1213,218,San Juan Teita,588
20,Oaxaca,20,1234,239,San Martín Huamelúlpam,588
20,Oaxaca,20,1235,240,San Martín Itunyoso,588
20,Oaxaca,20,1365,370,Santa Catarina Tayata,588
20,Oaxaca,20,1367,372,Santa Catarina Yosonotú,588
20,Oaxaca,20,1392,397,Heroica Ciudad de Tlaxiaco,588
20,Oaxaca,20,1403,408,Santa María del Rosario,588
20,Oaxaca,20,1425,430,Santa María Tataltepec,588
20,Oaxaca,20,1439,444,Santa María Yolotepec,588
20,Oaxaca,20,1474,480,Santiago Nundiche,588
20,Oaxaca,20,1475,481,Santiago Nuyoó,588
20,Oaxaca,20,1441,446,Santa María Yucuhiti,589
20,Oaxaca,20,1526,532,Santo Tomás Ocotepec,589
20,Oaxaca,20,1377,382,Santa Cruz Tacahua,590
20,Oaxaca,20,1494,500,Santiago Yosondúa,591
20,Oaxaca,20,1504,510,Santo Domingo Ixcatlán,591
20,Oaxaca,20,1115,119,San Bartolomé Yucuañe,592
20,Oaxaca,20,1374,379,Santa Cruz Nundaco,593
20,Oaxaca,20,1129,133,San Esteban Atatlahuca,594
20,Oaxaca,20,1089,093,San Andrés Lagunas,595
20,Oaxaca,20,1334,339,San Pedro y San Pablo Teposcolula,595
20,Oaxaca,20,1336,341,San Pedro Yucunama,595
20,Oaxaca,20,1341,346,San Sebastián Nicananduta,595
20,Oaxaca,20,1530,536,San Vicente Nuñú,595
20,Oaxaca,20,1190,195,San Juan Diuxi,596
20,Oaxaca,20,1312,317,San Pedro Mártir Yucuxaco,596
20,Oaxaca,20,1378,383,Santa Cruz Tayata,596
20,Oaxaca,20,1418,423,Santa María Nduayaco,596
20,Oaxaca,20,1493,499,Santiago Yolomécatl,596
20,Oaxaca,20,1167,172,San Juan Achiutla,597
20,Oaxaca,20,2457,566,San Mateo Yucutindoo,598
20,Oaxaca,20,1001,005,Asunción Ixtaltepec,599
20,Oaxaca,20,1010,014,Ciudad Ixtepec,599
20,Oaxaca,20,1026,030,El Espinal,599
20,Oaxaca,20,1039,043,Heroica Ciudad de Juchitán de Zaragoza,599
20,Oaxaca,20,1049,053,Magdalena Tlacotepec,599
20,Oaxaca,20,1260,265,San Miguel Chimalapa,599
20,Oaxaca,20,1300,305,San Pedro Comitancillo,599
20,Oaxaca,20,1436,441,Santa María Xadani,599
20,Oaxaca,20,1460,465,Santiago Ixcuintepec,599
20,Oaxaca,20,1466,472,Santiago Laollaga,599
20,Oaxaca,20,1502,508,Santo Domingo Chihuitán,599
20,Oaxaca,20,1551,557,Unión Hidalgo,599
20,Oaxaca,20,1499,505,Santo Domingo Ingenio,600
20,Oaxaca,20,1032,036,Guevea de Humboldt,601
20,Oaxaca,20,1407,412,Santa María Guienagati,601
20,Oaxaca,20,1006,010,El Barrio de la Soledad,602
20,Oaxaca,20,1053,057,Matías Romero Avendaño,602
20,Oaxaca,20,1193,198,San Juan Guichicovi,602
20,Oaxaca,20,1422,427,Santa María Petapa,602
20,Oaxaca,20,1507,513,Santo Domingo Petapa,602
20,Oaxaca,20,1402,407,Santa María Chimalapa,603
20,Oaxaca,20,1004,008,Asunción Tlacolulita,604
20,Oaxaca,20,1118,122,San Bartolo Yautepec,604
20,Oaxaca,20,1413,418,Santa María Jalapa del Marqués,604
20,Oaxaca,20,1435,440,Santa María Totolapilla,604
20,Oaxaca,20,1048,052,Magdalena Tequisistlán,605
20,Oaxaca,20,1121,125,San Carlos Yautepec,605
20,Oaxaca,20,1277,282,San Miguel Tenango,605
20,Oaxaca,20,1405,410,Santa María Ecatepec,605
20,Oaxaca,20,1423,428,Santa María Quiegolani,605
20,Oaxaca,20,1075,079,Salina Cruz,606
20,Oaxaca,20,1120,124,San Blas Atempa,606
20,Oaxaca,20,1243,248,San Mateo del Mar,606
20,Oaxaca,20,1303,308,San Pedro Huilotepec,606
20,Oaxaca,20,1416,421,Santa María Mixtequilla,606
20,Oaxaca,20,1509,515,Santo Domingo Tehuantepec,606
20,Oaxaca,20,1464,470,Santiago Lachiguiri,607
20,Oaxaca,20,1204,209,San Juan Mixtepec -Dto. 26 -,608
20,Oaxaca,20,1021,025,Chahuites,609
20,Oaxaca,20,1322,327,San Pedro Tapanatepec,609
20,Oaxaca,20,1071,075,Reforma de Pineda,610
20,Oaxaca,20,1138,143,San Francisco Ixhuatán,610
20,Oaxaca,20,1519,525,Santo Domingo Zanatepec,610
20,Oaxaca,20,1062,066,Santiago Niltepec,611
20,Oaxaca,20,2453,141,San Francisco del Mar,612
20,Oaxaca,20,1126,130,San Dionisio del Mar,613
20,Oaxaca,20,1060,064,Nejapa de Madero,614
20,Oaxaca,20,1328,333,San Pedro Totolápam,614
20,Oaxaca,20,1352,357,Santa Ana Tavela,614
20,Oaxaca,20,1199,204,San Juan Lajarcia,615
20,Oaxaca,20,1320,325,San Pedro Quiatoni,616
20,Oaxaca,20,1209,214,San Juan Quiotepec,617
5,Coahuila de Zaragoza,05,57,009,Francisco I. Madero,618
5,Coahuila de Zaragoza,05,80,033,San Pedro,618
5,Coahuila de Zaragoza,05,65,017,Matamoros,619
5,Coahuila de Zaragoza,05,82,035,Torreón,619
5,Coahuila de Zaragoza,05,83,036,Viesca,619
10,Durango,10,285,006,General Simón Bolívar,619
10,Durango,10,286,007,Gómez Palacio,619
10,Durango,10,291,012,Lerdo,619
10,Durango,10,292,013,Mapimí,619
10,Durango,10,315,036,Tlahualilo,619
10,Durango,10,306,027,San Juan de Guadalupe,620
10,Durango,10,294,015,Nazas,621
10,Durango,10,308,029,San Luis del Cordero,621
10,Durango,10,309,030,San Pedro del Gallo,621
10,Durango,10,289,010,Hidalgo,622
10,Durango,10,296,017,Ocampo,622
10,Durango,10,290,011,Indé,623
10,Durango,10,297,018,El Oro,623
10,Durango,10,304,025,San Bernardo,623
10,Durango,10,303,024,Rodeo,624
10,Durango,10,280,001,Canatlán,625
10,Durango,10,318,039,Nuevo Ideal,625
10,Durango,10,282,003,Coneto de Comonfort,626
10,Durango,10,307,028,San Juan del Río,626
10,Durango,10,284,005,Durango,627
10,Durango,10,293,014,Mezquital,627
10,Durango,10,295,016,Nombre de Dios,627
10,Durango,10,302,023,Pueblo Nuevo,627
10,Durango,10,305,026,San Dimas,627
10,Durango,10,312,033,Súchil,628
10,Durango,10,317,038,Vicente Guerrero,628
10,Durango,10,301,022,Poanas,629
10,Durango,10,283,004,Cuencamé,630
10,Durango,10,300,021,Peñón Blanco,630
10,Durango,10,287,008,Guadalupe Victoria,631
10,Durango,10,299,020,Pánuco de Coronado,631
10,Durango,10,281,002,Canelas,632
10,Durango,10,298,019,Otáez,632
10,Durango,10,311,032,Santiago Papasquiaro,632
10,Durango,10,316,037,Topia,633
10,Durango,10,314,035,Tepehuanes,634
8,Chihuahua,08,213,001,Ahumada,635
8,Chihuahua,08,240,028,Guadalupe,636
8,Chihuahua,08,249,037,Juárez,636
8,Chihuahua,08,265,053,Praxedis G. Guerrero,636
8,Chihuahua,08,217,005,Ascensión,637
8,Chihuahua,08,247,035,Janos,638
8,Chihuahua,08,222,010,Buenaventura,639
8,Chihuahua,08,225,013,Casas Grandes,639
8,Chihuahua,08,235,023,Galeana,639
8,Chihuahua,08,262,050,Nuevo Casas Grandes,639
8,Chihuahua,08,214,002,Aldama,640
8,Chihuahua,08,216,004,Aquiles Serdán,640
8,Chihuahua,08,231,019,Chihuahua,640
8,Chihuahua,08,236,024,Santa Isabel,640
8,Chihuahua,08,238,026,Gran Morelos,640
8,Chihuahua,08,269,057,San Francisco de Borja,640
8,Chihuahua,08,273,061,Satevó,640
8,Chihuahua,08,234,022,Dr. Belisario Domínguez,641
8,Chihuahua,08,279,067,Valle de Zaragoza,642
8,Chihuahua,08,223,011,Camargo,643
8,Chihuahua,08,228,016,La Cruz,643
8,Chihuahua,08,270,058,San Francisco de Conchos,643
8,Chihuahua,08,233,021,Delicias,644
8,Chihuahua,08,250,038,Julimes,644
8,Chihuahua,08,257,045,Meoqui,644
8,Chihuahua,08,267,055,Rosales,644
8,Chihuahua,08,274,062,Saucillo,644
8,Chihuahua,08,227,015,Coyame del Sotol,645
8,Chihuahua,08,218,006,Bachíniva,646
8,Chihuahua,08,221,009,Bocoyna,647
8,Chihuahua,08,224,012,Carichí,647
8,Chihuahua,08,229,017,Cuauhtémoc,647
8,Chihuahua,08,230,018,Cusihuiriachi,647
8,Chihuahua,08,253,041,Maguarichi,647
8,Chihuahua,08,278,066,Uruachi,647
8,Chihuahua,08,243,031,Guerrero,648
8,Chihuahua,08,259,047,Moris,649
8,Chihuahua,08,263,051,Ocampo,649
8,Chihuahua,08,266,054,Riva Palacio,650
